"PredNames","ImportanceCovariate"
"Hpop",4.09477163465281
"Crop",0.702709884713772
"Tree",6.45840139198741
"Access_MC1",0.170950846064008
"Access_MC11",0.376086869248858
"Access_MC2",0.181419908350702
"Access_Port12",0.0152877533736941
"Proxim_roads",2.167614481244
"Slope",0
"nChicken",20.1224412087341
